Teneur en P2O5 (%),Teneur en CaO (%),Teneur en SiO2 (%),Humidité (%),Granulométrie (mm),Site d'extraction,Qualité du Phosphate
40.64,30.84,0.5,2.66,1.06,Sidi Dawui,Haute
17.65,20.0,4.22,5.01,1.35,Sidi Dawui,Faible
24.26,22.14,1.3,14.68,0.47,Sidi Dawui,Moyenne
16.06,20.0,6.19,8.58,0.87,Sidi Dawui,Faible
20.77,21.37,9.28,7.48,1.15,Sidi Chennane,Moyenne
32.08,37.65,0.5,12.76,1.75,Sidi Dawui,Moyenne
33.54,33.03,2.82,11.43,0.85,Sidi Dawui,Moyenne
22.89,31.71,0.6,4.89,1.82,Sidi Chennane,Moyenne
16.66,23.36,0.6,9.39,0.74,Sidi Chennane,Faible
21.3,25.38,0.6,2.78,2.24,Sidi Chennane,Moyenne
18.87,20.07,3.47,0.79,1.39,Sidi Dawui,Faible
44.91,44.0,0.54,14.85,1.34,Sidi Dawui,Haute
29.74,26.27,2.06,11.06,0.69,Sidi Dawui,Moyenne
19.42,25.43,4.32,13.96,0.94,Sidi Chennane,Faible
46.96,38.09,5.22,12.48,0.74,Sidi Dawui,Moyenne
21.2,20.0,3.38,6.42,2.0,Sidi Dawui,Moyenne
15.41,21.44,0.96,12.92,0.34,Sidi Chennane,Faible
15.59,21.03,1.55,11.8,0.57,Sidi Chennane,Faible
31.88,32.15,4.95,3.87,2.63,Sidi Dawui,Moyenne
36.43,35.99,0.5,9.35,1.16,Sidi Dawui,Haute
27.16,40.62,3.48,4.58,2.66,Sidi Chennane,Moyenne
50.0,60.0,0.5,3.51,1.94,Sidi Dawui,Haute
13.0,20.0,0.54,1.23,2.11,Sidi Dawui,Faible
38.04,43.63,0.5,8.15,1.4,Sidi Dawui,Haute
27.43,23.85,5.27,5.89,0.59,Sidi Dawui,Moyenne
27.16,25.04,0.5,1.32,1.06,Sidi Dawui,Moyenne
18.6,29.56,1.26,10.78,0.37,Sidi Chennane,Faible
24.23,26.73,0.5,10.85,0.88,Sidi Dawui,Moyenne
47.83,42.84,3.06,3.53,0.65,Sidi Dawui,Haute
40.16,43.94,0.5,14.34,0.23,Sidi Dawui,Haute
32.71,27.96,0.5,11.67,1.41,Sidi Dawui,Moyenne
44.79,48.11,0.5,12.08,1.3,Sidi Dawui,Haute
18.74,20.0,6.6,0.06,2.74,Sidi Dawui,Faible
14.12,20.0,0.6,14.68,0.38,Sidi Chennane,Faible
13.0,20.0,2.04,14.85,2.37,Sidi Dawui,Faible
18.09,34.91,6.86,7.61,0.16,Sidi Chennane,Faible
33.97,35.03,0.5,14.78,0.89,Sidi Dawui,Moyenne
33.44,45.27,0.5,9.18,4.86,Sidi Dawui,Moyenne
33.86,26.34,0.5,2.01,0.98,Sidi Dawui,Moyenne
19.66,21.93,1.48,12.21,0.56,Sidi Dawui,Faible
27.56,24.29,0.6,8.37,0.94,Sidi Chennane,Moyenne
34.68,34.68,2.23,5.13,1.97,Sidi Dawui,Moyenne
27.12,42.97,0.6,3.54,0.8,Sidi Chennane,Moyenne
15.28,20.0,2.48,7.78,1.37,Sidi Dawui,Faible
24.46,30.99,0.6,10.38,1.36,Sidi Chennane,Moyenne
15.02,25.16,7.56,13.16,1.55,Sidi Chennane,Faible
28.88,26.51,0.5,8.98,2.29,Sidi Dawui,Moyenne
37.36,36.42,0.5,6.23,4.87,Sidi Dawui,Haute
23.07,31.11,0.6,9.48,1.07,Sidi Chennane,Moyenne
24.75,20.42,2.24,7.45,1.29,Sidi Dawui,Moyenne
32.56,40.42,0.5,9.78,0.39,Sidi Dawui,Moyenne
18.56,20.0,0.5,9.13,2.13,Sidi Dawui,Faible
29.75,50.16,0.6,14.68,2.97,Sidi Chennane,Moyenne
21.21,35.56,0.6,9.33,1.73,Sidi Chennane,Moyenne
29.55,36.32,0.6,10.37,0.33,Sidi Chennane,Moyenne
27.71,32.89,2.6,13.39,0.72,Sidi Dawui,Moyenne
27.74,29.88,0.5,13.7,1.04,Sidi Dawui,Moyenne
17.69,21.46,3.92,2.11,0.5,Sidi Chennane,Faible
40.47,43.27,0.5,6.81,5.56,Sidi Dawui,Haute
18.03,21.95,3.57,14.14,1.39,Sidi Chennane,Faible
38.37,47.85,0.5,14.4,2.11,Sidi Dawui,Haute
29.02,32.65,1.18,2.85,2.13,Sidi Dawui,Moyenne
14.52,20.0,1.18,6.66,1.09,Sidi Dawui,Faible
27.31,32.62,5.69,4.18,0.38,Sidi Dawui,Moyenne
15.07,20.0,4.11,11.86,1.88,Sidi Chennane,Faible
32.81,29.03,0.5,12.78,5.0,Sidi Dawui,Moyenne
21.67,20.83,0.5,7.04,0.74,Sidi Dawui,Moyenne
40.93,55.0,0.5,10.13,0.64,Sidi Dawui,Haute
31.67,26.46,2.35,13.05,1.96,Sidi Dawui,Moyenne
30.88,22.77,3.59,10.64,2.09,Sidi Dawui,Moyenne
26.63,29.92,0.6,2.35,2.5,Sidi Chennane,Moyenne
41.27,47.03,0.5,10.68,0.89,Sidi Dawui,Haute
22.37,29.36,0.6,2.38,0.89,Sidi Chennane,Moyenne
25.48,24.86,0.83,9.81,0.12,Sidi Dawui,Moyenne
11.32,20.0,9.71,5.0,1.04,Sidi Chennane,Faible
18.18,25.62,0.6,0.85,0.64,Sidi Chennane,Faible
26.88,27.73,2.75,3.4,0.17,Sidi Dawui,Moyenne
23.17,36.23,0.6,7.03,4.55,Sidi Chennane,Moyenne
29.36,27.41,3.42,14.91,1.21,Sidi Dawui,Moyenne
26.83,37.77,0.6,3.84,0.24,Sidi Chennane,Moyenne
26.92,27.92,3.74,14.68,1.35,Sidi Dawui,Moyenne
31.98,36.25,5.72,5.46,4.43,Sidi Dawui,Moyenne
29.96,38.0,0.6,14.4,2.62,Sidi Chennane,Moyenne
24.65,20.0,2.16,14.34,2.17,Sidi Chennane,Moyenne
31.95,35.29,1.2,2.14,0.37,Sidi Dawui,Moyenne
27.02,30.88,2.04,12.43,0.65,Sidi Dawui,Moyenne
26.74,27.56,1.43,7.76,0.5,Sidi Dawui,Moyenne
24.76,25.78,1.8,10.29,1.01,Sidi Dawui,Moyenne
27.58,25.18,1.59,11.64,1.86,Sidi Dawui,Moyenne
27.26,42.41,1.84,1.87,1.42,Sidi Chennane,Moyenne
21.1,34.48,3.93,11.98,0.48,Sidi Chennane,Moyenne
14.0,20.39,2.68,4.54,0.86,Sidi Chennane,Faible
48.59,60.0,0.5,10.99,2.3,Sidi Dawui,Haute
24.52,26.89,0.6,8.6,1.5,Sidi Chennane,Moyenne
13.64,20.19,0.96,10.27,1.38,Sidi Chennane,Faible
19.72,23.33,9.06,9.34,0.5,Sidi Chennane,Faible
33.51,38.04,0.5,12.16,1.14,Sidi Dawui,Moyenne
33.24,36.33,0.6,13.42,0.4,Sidi Chennane,Moyenne
22.42,20.0,3.84,6.74,0.52,Sidi Dawui,Moyenne
41.38,37.35,0.5,5.88,0.31,Sidi Dawui,Haute
45.24,47.09,0.5,3.63,3.99,Sidi Dawui,Haute
26.78,24.33,4.7,12.21,4.12,Sidi Dawui,Moyenne
20.75,27.27,0.6,14.51,0.45,Sidi Chennane,Moyenne
15.97,22.43,8.31,2.93,0.54,Sidi Chennane,Faible
30.65,29.51,3.52,6.87,0.78,Sidi Dawui,Moyenne
22.27,39.53,0.6,11.56,2.65,Sidi Chennane,Moyenne
38.5,42.57,0.5,9.54,1.63,Sidi Dawui,Haute
42.42,40.3,0.5,12.23,3.02,Sidi Dawui,Haute
17.79,33.98,0.6,0.24,3.86,Sidi Chennane,Faible
10.11,20.0,0.6,13.67,1.47,Sidi Chennane,Faible
32.31,27.49,0.5,0.92,1.27,Sidi Dawui,Moyenne
35.17,36.56,6.06,6.68,2.97,Sidi Dawui,Moyenne
34.77,37.63,0.5,4.14,2.37,Sidi Dawui,Moyenne
29.53,26.4,1.36,13.92,2.36,Sidi Dawui,Moyenne
33.64,28.19,1.63,4.13,1.46,Sidi Dawui,Moyenne
32.05,46.91,0.6,5.6,2.3,Sidi Chennane,Moyenne
35.97,33.98,0.5,13.33,0.79,Sidi Dawui,Haute
29.1,35.72,4.16,8.06,0.64,Sidi Dawui,Moyenne
27.95,31.13,0.57,13.47,0.76,Sidi Dawui,Moyenne
30.95,27.9,0.5,9.91,6.16,Sidi Dawui,Moyenne
47.39,50.5,0.5,1.19,0.43,Sidi Dawui,Haute
21.35,36.84,0.6,6.52,2.13,Sidi Chennane,Moyenne
32.32,25.39,0.5,2.65,4.88,Sidi Dawui,Moyenne
19.46,23.69,0.6,0.98,1.37,Sidi Chennane,Faible
42.5,42.43,0.5,5.61,0.78,Sidi Dawui,Haute
50.0,50.61,0.5,13.63,1.56,Sidi Dawui,Haute
25.34,36.31,2.23,1.77,0.67,Sidi Chennane,Moyenne
23.02,31.66,0.6,0.1,0.48,Sidi Chennane,Moyenne
32.83,31.19,0.5,14.03,2.94,Sidi Dawui,Moyenne
13.0,20.0,2.06,7.95,2.79,Sidi Dawui,Faible
39.28,46.13,1.22,8.38,0.78,Sidi Dawui,Haute
33.72,31.23,0.5,13.93,0.68,Sidi Dawui,Moyenne
25.2,50.05,4.02,10.5,1.19,Sidi Chennane,Moyenne
18.02,33.88,0.6,12.4,0.93,Sidi Chennane,Faible
29.0,34.93,2.55,11.56,0.52,Sidi Dawui,Moyenne
28.76,31.51,0.5,9.18,0.3,Sidi Dawui,Moyenne
41.8,54.71,0.5,10.33,0.31,Sidi Dawui,Haute
29.05,27.76,0.5,8.41,0.38,Sidi Dawui,Moyenne
35.62,44.86,0.6,5.33,0.44,Sidi Chennane,Haute
36.42,33.47,2.43,4.28,1.19,Sidi Dawui,Haute
14.46,20.0,0.6,2.64,0.53,Sidi Chennane,Faible
31.33,31.92,0.5,5.31,0.54,Sidi Dawui,Moyenne
18.39,27.8,7.29,8.65,0.37,Sidi Chennane,Faible
10.0,20.0,5.57,8.81,0.37,Sidi Chennane,Faible
32.58,46.97,0.6,10.25,0.36,Sidi Chennane,Moyenne
38.9,39.7,0.5,13.19,0.94,Sidi Dawui,Haute
37.35,47.33,0.5,9.78,2.3,Sidi Dawui,Haute
34.01,37.25,6.0,2.56,3.33,Sidi Dawui,Moyenne
13.79,22.75,6.98,0.39,1.04,Sidi Chennane,Faible
19.45,28.92,0.6,2.95,2.34,Sidi Chennane,Faible
40.16,30.18,0.5,13.62,0.53,Sidi Dawui,Haute
22.93,20.0,0.5,8.51,1.58,Sidi Dawui,Moyenne
10.0,20.0,11.49,12.73,0.5,Sidi Chennane,Faible
21.07,27.94,0.6,3.51,1.42,Sidi Chennane,Moyenne
31.21,28.25,0.72,10.65,0.52,Sidi Dawui,Moyenne
33.73,35.01,0.5,10.98,0.55,Sidi Dawui,Moyenne
27.09,42.44,0.6,12.14,0.96,Sidi Chennane,Moyenne
38.3,42.29,0.5,8.03,3.65,Sidi Dawui,Haute
34.85,44.37,0.5,11.9,1.98,Sidi Dawui,Moyenne
30.03,53.39,0.6,14.03,0.56,Sidi Chennane,Moyenne
12.93,20.0,0.6,14.36,0.43,Sidi Chennane,Faible
25.68,42.62,0.6,1.88,0.52,Sidi Chennane,Moyenne
26.45,35.94,0.6,9.36,1.67,Sidi Chennane,Moyenne
21.22,20.77,0.5,1.7,1.19,Sidi Dawui,Moyenne
18.82,20.0,2.06,13.84,1.68,Sidi Dawui,Faible
25.71,20.0,0.5,14.33,0.66,Sidi Dawui,Moyenne
18.33,26.35,0.94,7.49,1.31,Sidi Chennane,Faible
27.25,33.57,0.6,14.4,1.24,Sidi Chennane,Moyenne
26.91,30.75,3.12,11.49,2.75,Sidi Dawui,Moyenne
24.71,23.64,0.5,10.44,3.54,Sidi Dawui,Moyenne
18.65,28.21,0.6,8.71,2.06,Sidi Chennane,Faible
29.55,51.66,0.6,6.1,2.75,Sidi Chennane,Moyenne
32.62,25.17,0.5,14.46,0.98,Sidi Dawui,Moyenne
21.37,27.43,0.6,2.96,0.57,Sidi Chennane,Moyenne
31.5,32.38,0.5,12.04,0.98,Sidi Dawui,Moyenne
44.26,46.39,0.5,5.51,0.9,Sidi Dawui,Haute
17.78,30.04,0.6,11.3,0.85,Sidi Chennane,Faible
44.47,50.4,0.5,2.46,0.99,Sidi Dawui,Haute
34.42,34.93,0.5,5.6,0.87,Sidi Dawui,Moyenne
31.04,32.49,0.5,14.19,0.69,Sidi Dawui,Moyenne
38.26,58.07,0.6,8.36,0.9,Sidi Chennane,Haute
15.85,20.0,6.81,7.37,1.9,Sidi Chennane,Faible
29.28,28.58,1.91,11.28,0.5,Sidi Dawui,Moyenne
21.28,22.1,0.5,6.26,2.93,Sidi Dawui,Moyenne
28.5,44.07,0.6,7.4,2.38,Sidi Chennane,Moyenne
33.14,41.06,0.6,8.41,1.07,Sidi Chennane,Moyenne
33.02,38.39,0.6,14.85,0.15,Sidi Chennane,Moyenne
43.64,42.06,0.5,12.08,0.18,Sidi Dawui,Haute
30.7,39.99,0.58,0.6,1.09,Sidi Dawui,Moyenne
29.18,25.5,3.88,11.75,1.72,Sidi Dawui,Moyenne
17.29,20.42,6.52,7.54,4.13,Sidi Dawui,Faible
50.0,60.0,0.5,3.46,0.72,Sidi Dawui,Haute
36.77,37.02,0.5,12.8,0.66,Sidi Dawui,Haute
28.02,25.09,0.5,4.06,0.38,Sidi Dawui,Moyenne
44.59,48.1,3.64,4.81,1.61,Sidi Dawui,Haute
16.37,24.36,0.6,0.94,1.01,Sidi Chennane,Faible
36.2,31.42,1.09,14.66,0.68,Sidi Dawui,Haute
21.41,27.79,0.78,11.93,1.02,Sidi Chennane,Moyenne
38.31,40.99,0.5,2.22,0.93,Sidi Dawui,Haute
31.92,36.51,0.5,7.34,2.17,Sidi Dawui,Moyenne
13.36,20.0,0.6,5.05,0.71,Sidi Chennane,Faible
22.98,32.83,4.6,0.49,1.0,Sidi Chennane,Moyenne
42.04,46.37,0.5,13.91,1.97,Sidi Dawui,Haute
22.32,31.38,6.34,12.59,0.81,Sidi Chennane,Moyenne
39.55,37.73,0.5,14.8,0.55,Sidi Dawui,Haute
15.91,20.31,0.6,3.64,0.36,Sidi Chennane,Faible
22.33,28.43,0.6,10.49,0.43,Sidi Chennane,Moyenne
26.82,37.83,0.5,1.77,0.6,Sidi Dawui,Moyenne
27.21,38.11,0.6,6.47,2.16,Sidi Chennane,Moyenne
22.7,39.67,1.25,12.7,0.55,Sidi Chennane,Moyenne
38.78,48.83,0.5,0.12,0.84,Sidi Dawui,Haute
29.35,41.2,3.74,7.21,0.44,Sidi Chennane,Moyenne
26.86,40.99,0.6,6.52,1.04,Sidi Chennane,Moyenne
34.99,35.54,3.03,10.36,1.26,Sidi Dawui,Moyenne
16.21,20.0,0.6,3.57,1.33,Sidi Chennane,Faible
22.48,24.72,1.06,2.6,4.08,Sidi Chennane,Moyenne
27.65,27.86,0.5,9.76,0.99,Sidi Dawui,Moyenne
29.37,27.45,0.83,9.62,1.26,Sidi Dawui,Moyenne
29.09,37.56,0.5,11.28,0.64,Sidi Dawui,Moyenne
16.33,22.72,0.6,3.7,5.69,Sidi Chennane,Faible
10.17,20.0,4.84,0.24,1.97,Sidi Chennane,Faible
26.42,24.48,6.34,13.17,2.03,Sidi Dawui,Moyenne
34.26,44.34,0.5,3.1,2.39,Sidi Dawui,Moyenne
14.01,21.81,2.79,6.27,1.82,Sidi Chennane,Faible
22.6,35.47,0.6,7.03,2.48,Sidi Chennane,Moyenne
49.79,45.87,0.5,2.81,0.86,Sidi Dawui,Haute
41.81,45.52,0.5,7.81,6.12,Sidi Dawui,Haute
32.85,59.81,0.6,13.71,0.29,Sidi Chennane,Moyenne
36.06,35.26,0.5,4.07,0.8,Sidi Dawui,Haute
43.12,40.87,0.5,7.81,4.0,Sidi Dawui,Haute
25.91,24.93,0.5,4.63,0.87,Sidi Dawui,Moyenne
26.64,33.28,0.5,14.71,1.7,Sidi Dawui,Moyenne
13.0,20.0,4.54,3.31,0.69,Sidi Dawui,Faible
29.97,52.94,0.6,1.64,1.43,Sidi Chennane,Moyenne
32.2,48.76,3.25,2.14,0.75,Sidi Chennane,Moyenne
27.47,27.63,0.5,5.51,2.55,Sidi Dawui,Moyenne
30.19,32.16,3.68,8.29,1.26,Sidi Dawui,Moyenne
25.64,29.86,2.61,10.02,0.25,Sidi Dawui,Moyenne
35.98,34.61,1.59,8.44,0.52,Sidi Dawui,Haute
29.59,51.74,0.6,13.58,0.46,Sidi Chennane,Moyenne
11.52,20.0,5.97,5.4,3.08,Sidi Chennane,Faible
25.08,22.82,0.6,10.69,0.37,Sidi Chennane,Moyenne
29.98,34.06,0.5,4.02,0.81,Sidi Dawui,Moyenne
23.21,26.97,0.6,10.23,5.42,Sidi Chennane,Moyenne
36.68,41.52,2.89,13.89,2.71,Sidi Dawui,Haute
21.31,35.06,0.6,14.68,0.5,Sidi Chennane,Moyenne
31.56,33.16,0.5,10.95,0.49,Sidi Dawui,Moyenne
30.55,33.11,2.52,14.14,0.46,Sidi Dawui,Moyenne
28.61,48.32,0.6,10.21,1.18,Sidi Chennane,Moyenne
36.31,33.54,0.5,14.45,0.67,Sidi Dawui,Haute
23.89,38.72,4.17,13.47,1.2,Sidi Chennane,Moyenne
20.93,24.68,2.57,1.6,1.28,Sidi Dawui,Moyenne
29.05,36.92,0.5,7.11,1.04,Sidi Dawui,Moyenne
40.68,33.76,0.5,5.21,1.13,Sidi Dawui,Haute
22.74,34.91,1.64,0.4,1.07,Sidi Chennane,Moyenne
38.5,32.81,0.5,7.0,0.54,Sidi Dawui,Haute
48.58,41.07,0.5,2.23,0.31,Sidi Dawui,Haute
41.95,44.27,1.31,0.55,1.04,Sidi Dawui,Haute
33.35,33.75,0.5,6.68,0.54,Sidi Dawui,Moyenne
27.85,32.76,0.5,3.49,2.18,Sidi Dawui,Moyenne
10.0,20.0,3.46,14.03,0.37,Sidi Chennane,Faible
21.44,30.33,0.6,12.19,0.75,Sidi Chennane,Moyenne
20.45,30.49,0.6,14.34,1.13,Sidi Chennane,Moyenne
24.96,31.27,6.47,13.22,2.74,Sidi Chennane,Moyenne
21.53,27.64,0.6,10.92,0.73,Sidi Chennane,Moyenne
29.58,34.66,2.65,8.96,1.16,Sidi Dawui,Moyenne
11.29,20.0,0.6,0.98,1.64,Sidi Chennane,Faible
23.95,28.3,2.94,3.99,1.84,Sidi Dawui,Moyenne
36.84,40.28,0.5,10.66,1.34,Sidi Dawui,Haute
48.11,36.66,0.5,6.02,4.25,Sidi Dawui,Haute
31.61,34.19,0.5,4.88,0.73,Sidi Dawui,Moyenne
35.48,38.34,0.5,1.56,3.99,Sidi Dawui,Haute
41.17,43.85,0.5,1.05,1.74,Sidi Dawui,Haute
25.12,24.57,0.5,3.15,1.22,Sidi Dawui,Moyenne
35.84,30.65,0.83,12.52,1.3,Sidi Dawui,Haute
25.76,31.1,0.5,9.95,2.12,Sidi Dawui,Moyenne
40.37,39.74,0.5,5.11,0.56,Sidi Dawui,Haute
33.88,29.27,0.5,0.92,1.12,Sidi Dawui,Moyenne
35.22,37.69,0.5,2.83,0.82,Sidi Dawui,Haute
17.57,22.48,0.6,6.75,3.6,Sidi Chennane,Faible
38.93,33.25,4.19,2.3,0.59,Sidi Dawui,Haute
50.0,48.5,1.06,11.44,4.94,Sidi Dawui,Haute
16.15,20.94,0.6,11.83,0.7,Sidi Chennane,Faible
29.41,25.28,3.37,2.05,0.33,Sidi Dawui,Moyenne
23.96,38.9,3.78,10.9,0.5,Sidi Chennane,Moyenne
27.45,38.96,0.6,7.68,0.51,Sidi Chennane,Moyenne
27.41,32.69,0.5,14.44,3.77,Sidi Dawui,Moyenne
13.0,20.0,5.2,11.81,0.34,Sidi Dawui,Faible
44.87,32.94,0.5,8.78,1.29,Sidi Dawui,Haute
39.42,40.32,0.5,9.05,3.24,Sidi Dawui,Haute
16.64,21.39,0.5,2.68,9.18,Sidi Dawui,Faible
26.97,29.17,7.13,13.4,0.92,Sidi Dawui,Moyenne
46.77,60.0,4.66,8.39,1.09,Sidi Dawui,Haute
31.62,48.01,0.6,8.61,0.39,Sidi Chennane,Moyenne
41.04,42.53,0.5,8.63,0.74,Sidi Dawui,Haute
30.9,20.65,6.44,4.14,5.75,Sidi Dawui,Moyenne
23.02,35.44,4.0,12.18,2.01,Sidi Chennane,Moyenne
21.68,32.12,4.59,12.94,2.64,Sidi Chennane,Moyenne
29.61,40.09,0.6,4.32,1.68,Sidi Chennane,Moyenne
16.98,24.01,5.4,6.63,2.35,Sidi Chennane,Faible
17.42,24.9,2.58,2.69,4.72,Sidi Chennane,Faible
41.69,40.54,0.5,3.58,0.69,Sidi Dawui,Haute
22.22,42.42,0.6,5.04,1.8,Sidi Chennane,Moyenne
45.04,42.47,0.5,13.53,0.58,Sidi Dawui,Haute
18.27,27.08,0.6,9.39,0.2,Sidi Chennane,Faible
32.0,30.01,0.5,8.82,1.24,Sidi Dawui,Moyenne
16.69,27.01,0.97,14.2,1.1,Sidi Chennane,Faible
22.55,33.45,0.6,11.87,0.94,Sidi Chennane,Moyenne
19.05,20.0,1.44,0.24,0.6,Sidi Dawui,Faible
28.06,20.0,0.5,1.87,1.12,Sidi Dawui,Moyenne
19.43,20.16,1.86,3.72,1.4,Sidi Dawui,Faible
38.81,36.97,0.5,4.56,4.8,Sidi Dawui,Haute
27.01,38.66,0.6,12.51,1.53,Sidi Chennane,Moyenne
11.6,20.0,5.01,11.55,1.6,Sidi Chennane,Faible
44.64,54.48,0.5,2.18,0.55,Sidi Dawui,Haute
50.0,60.0,0.5,8.01,0.47,Sidi Dawui,Haute
32.92,40.16,0.5,1.64,0.46,Sidi Dawui,Moyenne
18.46,31.37,6.72,2.59,0.79,Sidi Chennane,Faible
50.0,60.0,0.5,3.63,1.05,Sidi Dawui,Haute
14.19,20.0,7.53,13.58,1.19,Sidi Chennane,Faible
32.68,41.95,0.5,5.49,0.52,Sidi Dawui,Moyenne
34.13,29.26,1.11,13.74,0.17,Sidi Dawui,Moyenne
44.74,42.89,0.51,11.26,0.71,Sidi Dawui,Haute
35.77,39.66,5.1,11.24,2.12,Sidi Dawui,Moyenne
19.36,31.22,5.81,12.05,0.74,Sidi Chennane,Faible
16.51,25.94,3.95,1.44,0.94,Sidi Chennane,Faible
29.39,27.58,0.5,12.22,0.28,Sidi Dawui,Moyenne
23.34,21.16,0.5,3.79,1.1,Sidi Dawui,Moyenne
22.8,45.78,0.6,14.76,1.39,Sidi Chennane,Moyenne
27.37,27.2,0.5,12.72,0.63,Sidi Dawui,Moyenne
13.09,20.0,0.6,14.95,2.16,Sidi Chennane,Faible
43.92,39.1,0.5,14.06,2.61,Sidi Dawui,Haute
27.97,29.02,2.56,5.4,5.43,Sidi Dawui,Moyenne
14.51,21.6,0.6,14.13,0.48,Sidi Chennane,Faible
30.97,30.89,2.75,4.95,1.26,Sidi Dawui,Moyenne
33.12,35.07,0.5,9.89,0.39,Sidi Dawui,Moyenne
16.61,21.11,2.65,12.28,1.62,Sidi Dawui,Faible
35.52,32.27,5.04,5.73,1.47,Sidi Dawui,Moyenne
15.9,23.12,2.89,3.06,0.21,Sidi Chennane,Faible
33.28,43.28,0.6,13.42,1.24,Sidi Chennane,Moyenne
37.27,38.96,0.5,1.55,0.85,Sidi Dawui,Haute
28.86,26.34,6.02,5.47,0.39,Sidi Dawui,Moyenne
25.72,23.64,0.7,8.11,0.79,Sidi Dawui,Moyenne
21.84,24.46,1.78,12.07,5.2,Sidi Chennane,Moyenne
38.08,38.65,0.5,13.03,1.58,Sidi Dawui,Haute
32.27,34.4,0.5,7.67,0.52,Sidi Dawui,Moyenne
30.52,39.26,0.5,8.6,0.77,Sidi Dawui,Moyenne
22.87,35.42,0.6,12.81,0.21,Sidi Chennane,Moyenne
27.0,25.14,6.04,7.01,0.42,Sidi Dawui,Moyenne
29.38,23.23,0.5,8.39,3.85,Sidi Dawui,Moyenne
13.52,20.0,0.5,0.28,2.08,Sidi Dawui,Faible
28.63,33.12,0.6,14.27,1.43,Sidi Chennane,Moyenne
35.22,45.39,2.36,8.5,1.37,Sidi Dawui,Haute
25.46,26.59,4.88,10.91,3.11,Sidi Dawui,Moyenne
34.46,45.31,0.6,3.72,1.29,Sidi Chennane,Moyenne
33.29,28.38,3.01,9.85,0.8,Sidi Dawui,Moyenne
23.07,20.03,7.93,6.9,0.93,Sidi Dawui,Moyenne
27.9,36.52,0.6,1.69,0.81,Sidi Chennane,Moyenne
25.01,43.44,0.6,12.45,0.8,Sidi Chennane,Moyenne
24.99,35.92,0.6,12.59,3.89,Sidi Chennane,Moyenne
28.63,22.25,6.25,0.96,0.43,Sidi Dawui,Moyenne
36.6,49.61,0.5,5.86,0.67,Sidi Dawui,Haute
20.85,24.84,0.6,4.22,0.23,Sidi Chennane,Moyenne
26.0,34.15,1.77,7.75,2.25,Sidi Chennane,Moyenne
10.5,20.0,0.92,7.33,1.32,Sidi Chennane,Faible
28.55,30.38,0.5,9.85,4.02,Sidi Dawui,Moyenne
33.35,44.69,0.6,3.71,0.6,Sidi Chennane,Moyenne
25.52,20.69,8.54,3.33,0.53,Sidi Dawui,Moyenne
27.01,22.99,0.5,10.85,0.39,Sidi Dawui,Moyenne
28.42,24.46,0.5,14.64,1.44,Sidi Dawui,Moyenne
14.85,21.47,0.6,14.2,0.76,Sidi Chennane,Faible
13.0,20.0,4.43,11.88,1.27,Sidi Dawui,Faible
30.4,29.71,2.82,1.01,0.71,Sidi Dawui,Moyenne
33.74,33.53,0.5,3.57,3.16,Sidi Dawui,Moyenne
22.17,26.85,2.1,10.34,2.75,Sidi Chennane,Moyenne
21.59,32.59,0.6,4.44,1.07,Sidi Chennane,Moyenne
22.77,39.37,0.6,5.9,2.32,Sidi Chennane,Moyenne
28.94,40.76,0.6,14.31,0.9,Sidi Chennane,Moyenne
30.77,29.9,6.56,1.29,0.96,Sidi Dawui,Moyenne
18.88,27.62,0.6,12.92,0.18,Sidi Chennane,Faible
20.73,35.09,0.97,0.75,1.5,Sidi Chennane,Moyenne
26.15,32.57,4.23,5.07,1.02,Sidi Chennane,Moyenne
45.35,55.47,0.5,8.33,2.02,Sidi Dawui,Haute
26.78,28.52,0.5,5.35,1.77,Sidi Dawui,Moyenne
23.12,33.55,0.6,14.36,0.55,Sidi Chennane,Moyenne
24.63,42.22,5.7,7.57,0.86,Sidi Chennane,Moyenne
23.47,20.0,0.5,11.01,0.68,Sidi Dawui,Moyenne
22.63,35.31,0.6,10.53,2.31,Sidi Chennane,Moyenne
19.16,20.43,0.5,12.53,3.52,Sidi Dawui,Faible
16.4,20.0,2.25,12.96,1.89,Sidi Dawui,Faible
35.84,38.38,0.5,6.99,4.9,Sidi Dawui,Haute
29.01,30.27,0.65,12.95,1.52,Sidi Dawui,Moyenne
34.34,33.4,0.5,9.8,0.46,Sidi Dawui,Moyenne
22.39,36.63,1.57,10.29,0.33,Sidi Chennane,Moyenne
23.61,21.54,3.38,2.6,0.48,Sidi Dawui,Moyenne
22.21,33.42,3.04,3.68,0.7,Sidi Chennane,Moyenne
21.28,20.85,0.73,10.31,0.58,Sidi Dawui,Moyenne
31.26,40.89,0.6,3.98,1.04,Sidi Chennane,Moyenne
13.96,21.72,12.24,7.35,0.87,Sidi Chennane,Faible
30.72,29.74,0.5,7.35,1.06,Sidi Dawui,Moyenne
23.02,20.0,0.53,3.51,7.05,Sidi Dawui,Moyenne
26.09,27.25,0.6,8.5,2.02,Sidi Chennane,Moyenne
29.48,33.06,0.5,8.46,1.24,Sidi Dawui,Moyenne
27.78,22.56,0.5,1.94,2.34,Sidi Dawui,Moyenne
40.26,41.99,0.5,5.72,0.52,Sidi Dawui,Haute
32.77,33.04,0.5,5.49,0.51,Sidi Dawui,Moyenne
37.2,35.09,0.5,8.43,2.08,Sidi Dawui,Haute
